label,major_axis_length,minor_axis_length,area,perimeter,ratio,roundness,maj_len,min_len,min_pos,min_len05,ratio_contour,hue_mean,hue_std,hue_skew,sat_mean,sat_std,sat_skew,val_mean,val_std,val_skew,int_mean,int_std,int_skew,name,location,img_no
7,1.2095,0.3641,0.2955,2.9784,0.301,0.4186,1.1866,0.4325,0.07,0.3039,0.3645,0.1314,0.0542,10.2408,0.506,0.2209,-0.5773,0.2929,0.0779,1.1345,38.4597,24.7903,1.4439,Populus canadensis,1,2
8,1.1436,0.3062,0.2529,2.6984,0.2678,0.4365,1.1302,0.3505,0.12,0.2672,0.3101,0.1379,0.0644,9.5875,0.5228,0.2052,-0.7533,0.3344,0.0731,1.1616,41.734,24.4537,1.6403,Populus canadensis,1,2
9,1.6095,0.6286,0.7582,4.2606,0.3906,0.5249,1.6352,0.6364,0.28,0.5547,0.3892,0.1227,0.0403,6.9665,0.5887,0.1901,-0.9589,0.3105,0.0744,1.4015,33.6804,20.9338,1.707,Populus canadensis,1,2
10,1.9172,0.7372,0.9906,5.0824,0.3845,0.4819,2.0489,0.7845,0.52,0.6869,0.3829,0.1388,0.0654,8.1472,0.5146,0.2404,-0.7731,0.2629,0.1068,2.2109,35.5972,31.5156,2.5411,Populus canadensis,1,2
11,1.5109,0.5385,0.6187,3.7386,0.3564,0.5563,1.5104,0.557,0.38,0.4972,0.3688,0.1164,0.0468,3.0483,0.5145,0.1903,-0.7083,0.34,0.0656,0.4686,42.3715,20.0238,1.2179,Populus canadensis,1,2
12,1.3179,0.5495,0.5457,3.4686,0.417,0.57,1.3688,0.5652,0.26,0.5086,0.4129,0.1056,0.0396,7.0547,0.5098,0.2211,-0.6346,0.3014,0.0896,1.2983,39.4731,25.2673,1.3515,Populus canadensis,1,2
13,1.2447,0.3442,0.303,2.9845,0.2765,0.4275,1.2587,0.4078,0.11,0.2898,0.324,0.1342,0.0705,9.0311,0.4928,0.2241,-0.6658,0.3277,0.071,0.4505,43.0336,23.1936,1.1085,Populus canadensis,1,2
14,1.2154,0.4328,0.3887,3.1228,0.3561,0.5009,1.2981,0.4593,0.3,0.394,0.3538,0.098,0.0285,5.5032,0.5431,0.1815,-0.9686,0.3349,0.0495,0.7742,39.8959,19.7958,1.439,Populus canadensis,1,2
15,1.6261,0.523,0.6437,3.9977,0.3216,0.5061,1.6614,0.5478,0.11,0.4856,0.3297,0.1457,0.0432,9.3747,0.5388,0.2102,-0.8695,0.3088,0.0682,0.7051,37.8946,22.7688,1.3322,Populus canadensis,1,2
16,1.5371,0.4647,0.4798,3.6648,0.3023,0.4489,1.4609,0.5601,0.09,0.3494,0.3834,0.1377,0.0385,0.9457,0.4496,0.1894,-0.419,0.3363,0.0805,0.6849,47.7149,21.2622,0.7878,Populus canadensis,1,2
17,1.0538,0.3395,0.2476,2.5485,0.3222,0.4791,1.0877,0.3896,0.13,0.2966,0.3582,0.1058,0.0252,5.1653,0.4703,0.1736,-1.0664,0.3354,0.0656,0.5587,45.726,19.4317,1.4689,Populus canadensis,1,2
18,1.7675,0.6771,0.8772,4.5265,0.3831,0.538,1.7746,0.7387,0.1,0.5949,0.4163,0.1461,0.0468,2.1303,0.4361,0.1955,-0.5367,0.3302,0.0816,1.3086,49.1072,25.5585,1.323,Populus canadensis,1,2
1,1.5561,0.5536,0.6435,3.9727,0.3558,0.5124,1.6041,0.5671,0.27,0.4916,0.3535,0.1311,0.0792,7.2152,0.2844,0.1381,-0.0546,0.2573,0.0675,1.325,46.9293,16.5802,1.8638,Populus canadensis,1,3
2,1.7848,0.6198,0.8309,4.5339,0.3473,0.5079,1.8352,0.6921,0.38,0.5221,0.3771,0.1515,0.0504,4.3732,0.3776,0.1597,-0.7312,0.297,0.061,1.0467,47.6357,19.0049,1.8629,Populus canadensis,1,3
3,1.7757,0.6846,0.9041,4.5533,0.3855,0.548,1.8259,0.7515,0.22,0.5961,0.4116,0.147,0.0632,2.9401,0.2678,0.1139,-0.7448,0.2701,0.053,1.6863,50.9908,15.9767,2.0309,Populus canadensis,1,3
4,1.5869,0.6096,0.7102,4.2114,0.3841,0.5032,1.604,0.6436,0.15,0.5321,0.4012,0.1308,0.051,6.3165,0.2693,0.1357,-0.1258,0.2678,0.0662,1.3498,50.1556,17.3004,1.4639,Populus canadensis,1,3
5,1.8278,0.6537,0.889,4.6823,0.3576,0.5096,1.9227,0.7076,0.16,0.6271,0.368,0.1548,0.0561,4.0858,0.3252,0.1391,-0.7986,0.2864,0.0522,2.0995,49.813,16.7311,2.0913,Populus canadensis,1,3
6,1.7395,0.6235,0.8155,4.4611,0.3584,0.5149,1.8738,0.6619,0.44,0.6147,0.3532,0.1343,0.1007,5.2306,0.2583,0.152,0.2671,0.2916,0.0696,1.3344,55.4824,19.5759,1.4907,Populus canadensis,1,3
7,1.4087,0.4514,0.4092,3.4443,0.3204,0.4335,1.3905,0.5358,0.42,0.3814,0.3853,0.1342,0.045,3.3546,0.2388,0.1091,-0.1382,0.3129,0.0632,0.8459,61.39,18.2648,1.0028,Populus canadensis,1,3
8,1.7601,0.715,0.9113,4.5843,0.4062,0.5449,1.8382,0.778,0.18,0.6693,0.4232,0.1486,0.0377,5.5193,0.2761,0.1043,-0.3052,0.2964,0.0642,1.4739,54.9896,16.3249,1.868,Populus canadensis,1,3
9,1.7186,0.5445,0.5167,4.2437,0.3168,0.3605,1.6428,0.6707,0.08,0.3457,0.4083,0.1223,0.0472,7.6379,0.3258,0.1358,-0.4659,0.3069,0.0572,1.4976,53.4293,18.2031,1.6564,Populus canadensis,1,3
10,1.8661,0.4777,0.6525,4.4605,0.256,0.4121,1.9138,0.5176,0.24,0.4357,0.2705,0.1291,0.04,7.2419,0.3178,0.1331,-0.4578,0.3277,0.0499,0.9571,56.9747,14.8822,1.5957,Populus canadensis,1,3
11,1.109,0.3153,0.2358,2.7037,0.2843,0.4054,1.1209,0.3751,0.06,0.2784,0.3346,0.1463,0.042,10.0056,0.3488,0.15,-0.5961,0.3423,0.0583,0.3686,57.5334,19.6501,1.1142,Populus canadensis,1,3
12,1.4958,0.4879,0.5485,3.9327,0.3262,0.4457,1.653,0.5256,0.49,0.4775,0.318,0.1291,0.0449,11.1096,0.3351,0.1382,-0.521,0.3393,0.0728,0.8427,58.0138,19.8266,1.2711,Populus canadensis,1,3
13,1.5957,0.618,0.7496,4.1422,0.3873,0.549,1.6885,0.6647,0.29,0.5667,0.3937,0.156,0.0606,6.881,0.353,0.1418,-0.8225,0.3095,0.0594,2.2171,51.6468,18.6626,2.4053,Populus canadensis,1,3
14,1.6734,0.6265,0.7622,4.3041,0.3744,0.517,1.7637,0.7143,0.2,0.5297,0.405,0.1305,0.036,4.3415,0.3255,0.1241,-0.6908,0.3158,0.0532,0.6295,54.499,15.3082,1.6266,Populus canadensis,1,3
15,1.5842,0.5525,0.644,4.2953,0.3488,0.4386,1.6642,0.5753,0.2,0.4856,0.3457,0.1262,0.0402,10.7014,0.4344,0.1786,-0.4481,0.3336,0.0604,2.7534,48.4717,19.4896,1.3222,Populus canadensis,1,3
16,1.3754,0.5631,0.5372,3.5288,0.4094,0.5421,1.4334,0.6187,0.16,0.5286,0.4316,0.1234,0.0354,9.0238,0.3711,0.1523,-0.7815,0.3301,0.0615,0.4521,53.4902,18.9738,1.2043,Populus canadensis,1,3
17,1.2197,0.4305,0.3862,3.0452,0.353,0.5233,1.284,0.4475,0.19,0.3884,0.3485,0.1094,0.0454,6.5112,0.3404,0.135,-0.5511,0.3384,0.0525,0.5012,57.1245,16.3026,1.2574,Populus canadensis,1,3
18,1.787,0.5297,0.7141,4.2514,0.2964,0.4965,1.7727,0.5518,0.27,0.4691,0.3113,0.1647,0.0323,7.2331,0.3407,0.161,-0.2196,0.3518,0.0843,1.1474,58.3328,18.0114,1.0656,Populus canadensis,1,3
19,1.6373,0.6334,0.7706,4.2855,0.3869,0.5273,1.7564,0.6549,0.53,0.6265,0.3729,0.157,0.0455,5.5378,0.3477,0.146,-0.7686,0.3349,0.0723,2.2754,56.6255,22.3156,2.2947,Populus canadensis,1,3
20,1.66,0.6151,0.744,4.2007,0.3705,0.5298,1.7093,0.6708,0.18,0.6011,0.3924,0.1363,0.035,11.0739,0.3525,0.1435,-0.5372,0.3102,0.0626,1.4771,51.4501,17.0483,1.496,Populus canadensis,1,3
1,1.7244,0.5982,0.7571,4.4011,0.3469,0.4912,1.8193,0.6524,0.16,0.5141,0.3586,0.1108,0.0581,5.1688,0.2468,0.1285,-0.3019,0.3246,0.0855,1.7188,63.3424,24.4474,1.9502,Populus canadensis,1,4
2,1.4926,0.5571,0.6294,3.8172,0.3732,0.5428,1.5927,0.5867,0.3,0.508,0.3684,0.1054,0.0432,7.9136,0.286,0.1059,-0.2865,0.3022,0.0483,1.5802,55.4337,15.1031,2.0432,Populus canadensis,1,4
3,1.6116,0.5905,0.7159,4.0969,0.3664,0.536,1.6909,0.6118,0.3,0.5168,0.3618,0.1057,0.0539,9.6638,0.3888,0.1486,-0.9066,0.3533,0.0503,0.6176,55.3457,17.6436,1.6703,Populus canadensis,1,4
4,1.7939,0.7257,0.9345,4.7554,0.4045,0.5193,1.8504,0.8229,0.18,0.6072,0.4447,0.1532,0.0663,3.6535,0.3786,0.1834,-0.68,0.3361,0.0695,1.1897,54.1425,23.2959,1.4783,Populus canadensis,1,4
5,1.1987,0.3173,0.2805,2.8367,0.2647,0.438,1.2078,0.3526,0.08,0.2782,0.2919,0.1001,0.0914,7.837,0.3576,0.1594,-0.5169,0.3268,0.0639,0.5793,54.117,20.1518,1.3849,Populus canadensis,1,4
6,1.0615,0.3683,0.2878,2.7083,0.347,0.4931,1.1028,0.3972,0.19,0.3294,0.3602,0.1356,0.0391,7.9964,0.3838,0.158,-0.6641,0.3871,0.0687,1.6736,61.372,21.9204,1.3767,Populus canadensis,1,4
7,1.6673,0.6477,0.7899,4.3255,0.3885,0.5305,1.7522,0.719,0.18,0.5835,0.4103,0.1399,0.0498,3.2914,0.3238,0.1491,-0.643,0.3532,0.0865,1.5375,61.6277,24.3916,2.0388,Populus canadensis,1,4
8,1.3469,0.5408,0.5461,3.5261,0.4015,0.5519,1.4455,0.5675,0.3,0.4873,0.3926,0.1339,0.0257,5.221,0.3795,0.1323,-0.7767,0.3795,0.0578,0.05,60.0287,16.7712,1.5881,Populus canadensis,1,4
9,1.4875,0.6188,0.6757,3.8971,0.416,0.5591,1.5403,0.653,0.28,0.5765,0.4239,0.1373,0.0795,6.4517,0.4132,0.2369,-0.3413,0.3506,0.1135,1.4121,52.1108,30.6255,2.3568,Populus canadensis,1,4
10,1.6344,0.5941,0.7109,4.2899,0.3635,0.4854,1.6838,0.6292,0.28,0.5154,0.3737,0.1246,0.0664,8.8401,0.3921,0.1546,-0.5528,0.3797,0.0832,1.1176,59.0783,21.1969,1.1634,Populus canadensis,1,4
11,1.8021,0.6509,0.8589,4.6993,0.3612,0.4887,1.8932,0.7105,0.17,0.6118,0.3753,0.1385,0.0322,6.5792,0.3019,0.1236,-0.2387,0.3679,0.0874,1.192,66.5232,24.1756,1.4511,Populus canadensis,1,4
12,1.6629,0.6556,0.8115,4.4332,0.3943,0.5189,1.687,0.677,0.34,0.5984,0.4013,0.124,0.1173,6.2117,0.4537,0.1919,-0.6664,0.3443,0.0808,1.2153,48.0983,21.6873,1.4486,Populus canadensis,1,4
13,2.1242,0.7839,1.2339,5.5933,0.369,0.4956,2.1732,0.8605,0.18,0.7003,0.396,0.1388,0.0848,5.6258,0.4,0.191,-0.6694,0.3316,0.0776,1.2848,51.1434,22.5168,1.5873,Populus canadensis,1,4
14,1.3596,0.4771,0.4667,3.8261,0.3509,0.4006,1.3581,0.5124,0.42,0.3863,0.3773,0.1291,0.0352,9.6849,0.3591,0.1466,-0.1329,0.3748,0.0992,2.1614,60.549,19.5161,1.4136,Populus canadensis,1,4
15,1.4112,0.4812,0.4222,3.49,0.341,0.4356,1.3778,0.5572,0.38,0.3726,0.4044,0.1371,0.0316,9.7127,0.3906,0.1611,-0.6338,0.3867,0.0689,0.8118,60.139,20.2741,1.2826,Populus canadensis,1,4
16,0.8684,0.3513,0.2314,2.2438,0.4045,0.5776,0.9367,0.3639,0.32,0.3427,0.3885,0.107,0.04,12.3371,0.4137,0.1434,-1.0138,0.4079,0.0595,0.1796,60.7404,16.7415,1.2284,Populus canadensis,1,4
17,1.2475,0.3996,0.3383,3.2838,0.3203,0.3942,1.2697,0.4523,0.58,0.319,0.3562,0.1294,0.0839,7.3647,0.4106,0.1801,-0.6729,0.376,0.0846,1.6455,56.0845,20.6925,1.2198,Populus canadensis,1,4
18,1.7977,0.7672,0.9606,5.0814,0.4268,0.4675,1.8221,0.893,0.11,0.6196,0.4901,0.1417,0.0391,7.6056,0.3663,0.1644,-0.6444,0.3405,0.0703,2.2702,56.2656,24.0257,1.9303,Populus canadensis,1,4
19,2.0591,0.5834,0.8624,5.0434,0.2833,0.4261,2.1239,0.6401,0.41,0.5323,0.3014,0.1405,0.049,9.5399,0.3462,0.1421,-0.4798,0.3788,0.0789,1.5424,63.3239,20.4109,1.5683,Populus canadensis,1,4
1,1.5472,0.4359,0.4539,3.6417,0.2817,0.4301,1.544,0.516,0.43,0.3718,0.3342,0.1225,0.0611,4.4664,0.4053,0.2127,-0.3457,0.2851,0.0794,0.6589,44.3107,22.9919,1.0117,Populus canadensis,1,5
2,1.9608,0.7368,1.0352,5.043,0.3758,0.5115,2.0316,0.8074,0.45,0.6836,0.3974,0.1395,0.0374,2.1285,0.3598,0.16,-0.1833,0.2938,0.0824,1.4724,49.395,23.6689,1.6515,Populus canadensis,1,5
3,1.9733,0.6356,0.941,4.7843,0.3221,0.5166,1.9849,0.6708,0.19,0.5709,0.338,0.1693,0.0506,3.0489,0.436,0.2297,-0.4627,0.307,0.0829,0.7197,43.6509,21.6801,1.2841,Populus canadensis,1,5
4,1.686,0.5793,0.7212,4.3794,0.3436,0.4725,1.7273,0.6252,0.35,0.522,0.362,0.1418,0.0436,4.0948,0.4142,0.1797,-0.8225,0.2985,0.0797,1.4324,45.2799,21.7017,2.1121,Populus canadensis,1,5
5,1.4255,0.4716,0.4973,3.9365,0.3308,0.4033,1.4778,0.5228,0.68,0.4177,0.3538,0.1221,0.0368,4.7457,0.4734,0.1699,-0.8442,0.3631,0.0784,1.4137,49.6392,21.1491,0.9389,Populus canadensis,1,5
6,1.7887,0.7011,0.8781,4.7949,0.392,0.4799,1.8522,0.7942,0.42,0.6016,0.4288,0.1644,0.0608,3.0694,0.4878,0.2266,-0.5582,0.3259,0.1013,1.3036,43.8078,28.2012,1.9376,Populus canadensis,1,5
7,1.8748,0.7043,0.9736,4.8289,0.3757,0.5247,2.0009,0.7948,0.27,0.6672,0.3972,0.1535,0.0543,4.5025,0.4758,0.2081,-0.7886,0.3266,0.1032,1.8257,44.6411,28.2528,2.6071,Populus canadensis,1,5
8,1.3159,0.3428,0.3278,3.0921,0.2605,0.4308,1.2238,0.3927,0.13,0.2799,0.3209,0.1251,0.0446,8.192,0.5515,0.1924,-1.0739,0.3867,0.084,0.9843,44.4931,23.0779,1.6594,Populus canadensis,1,5
9,1.0849,0.3543,0.2902,2.6883,0.3266,0.5046,1.1432,0.3672,0.31,0.3316,0.3212,0.1278,0.0458,9.7752,0.5527,0.1914,-1.052,0.3446,0.0644,0.4534,39.8982,20.2433,1.4325,Populus canadensis,1,5
10,1.6481,0.6141,0.7606,4.1773,0.3726,0.5477,1.7215,0.654,0.45,0.5809,0.3799,0.1231,0.0405,3.6604,0.5325,0.2037,-0.8935,0.314,0.0717,0.811,38.0986,21.3004,1.4716,Populus canadensis,1,5
11,1.5183,0.5674,0.6287,3.8665,0.3737,0.5285,1.5987,0.6322,0.18,0.5157,0.3954,0.1561,0.0309,6.4892,0.4862,0.1711,-0.9396,0.3708,0.0649,1.1188,49.6521,21.9235,1.3246,Populus canadensis,1,5
12,1.6227,0.6263,0.7676,4.2569,0.386,0.5323,1.704,0.6428,0.47,0.5842,0.3772,0.1067,0.0392,4.4485,0.5383,0.1798,-0.9723,0.3357,0.0737,0.8672,40.8998,23.06,1.7033,Populus canadensis,1,5
13,1.6782,0.5931,0.7459,4.2521,0.3534,0.5184,1.7539,0.6407,0.23,0.5435,0.3653,0.136,0.0415,6.5848,0.471,0.2162,-0.5342,0.3154,0.0858,0.7755,43.2447,23.1494,1.0423,Populus canadensis,1,5
14,1.7821,0.5986,0.784,4.6092,0.3359,0.4637,1.809,0.6717,0.34,0.5212,0.3713,0.115,0.0352,5.929,0.5163,0.207,-0.663,0.3445,0.0735,0.3892,43.3547,23.9047,1.2567,Populus canadensis,1,5
15,1.468,0.6322,0.6632,3.9616,0.4307,0.531,1.4964,0.6623,0.09,0.5191,0.4426,0.1068,0.0344,5.4326,0.4383,0.167,-0.6207,0.3173,0.0749,1.4924,46.6444,21.8755,1.5288,Populus canadensis,1,5
16,1.5063,0.4854,0.5377,3.7107,0.3222,0.4907,1.512,0.5099,0.15,0.4002,0.3372,0.1202,0.0343,5.5042,0.5364,0.189,-0.8672,0.33,0.0796,0.9881,40.1009,22.4552,1.3708,Populus canadensis,1,5
17,1.126,0.2922,0.224,2.6087,0.2595,0.4136,1.1166,0.3219,0.39,0.2402,0.2883,0.0976,0.0342,10.2255,0.4741,0.1918,-0.7086,0.3534,0.0672,0.3762,48.9467,24.034,0.954,Populus canadensis,1,5
1,1.8414,0.6735,0.883,4.7688,0.3658,0.4879,1.9351,0.7508,0.39,0.5858,0.388,0.1334,0.0651,7.3364,0.4079,0.1913,-0.593,0.2679,0.0843,1.5394,42.3189,24.8803,1.7939,Populus canadensis,1,6
2,1.816,0.6363,0.871,4.7242,0.3504,0.4904,1.8855,0.6669,0.39,0.6285,0.3537,0.1482,0.0746,5.6542,0.3746,0.2119,-0.1981,0.294,0.1135,2.6195,49.7337,34.6946,2.3582,Populus canadensis,1,6
3,1.6903,0.7179,0.9124,4.5581,0.4247,0.5519,1.8125,0.7951,0.29,0.726,0.4387,0.1471,0.0547,2.524,0.3641,0.177,-0.4715,0.2464,0.1021,1.8543,40.5882,23.4435,2.0335,Populus canadensis,1,6
4,1.7244,0.5859,0.7619,4.4339,0.3398,0.487,1.7451,0.6121,0.26,0.5408,0.3508,0.1181,0.0523,8.2139,0.403,0.1821,-0.4145,0.2853,0.0791,1.1478,43.2129,19.2249,1.9239,Populus canadensis,1,6
5,1.7191,0.5889,0.725,4.6127,0.3426,0.4282,1.8131,0.6688,0.42,0.5563,0.3689,0.1364,0.0568,6.9247,0.4012,0.1877,-0.4761,0.3072,0.0873,1.2714,48.4531,25.3747,1.5428,Populus canadensis,1,6
6,1.504,0.5614,0.6371,3.8514,0.3733,0.5397,1.5823,0.5818,0.25,0.5176,0.3677,0.1014,0.0746,7.6802,0.4134,0.1655,-0.5586,0.3093,0.0745,0.8617,47.1027,20.6631,1.2587,Populus canadensis,1,6
7,1.6231,0.4474,0.4458,3.9373,0.2756,0.3614,1.6204,0.542,0.08,0.323,0.3345,0.134,0.0553,8.9265,0.4663,0.1847,-0.8386,0.3177,0.0811,1.7061,44.5165,23.7458,1.8818,Populus canadensis,1,6
8,1.8301,0.602,0.7985,4.8693,0.3289,0.4232,1.8298,0.6441,0.33,0.4914,0.352,0.1162,0.059,9.7309,0.5161,0.1851,-0.8129,0.3465,0.1108,1.1983,43.1973,23.9623,1.7571,Populus canadensis,1,6
9,1.2503,0.4689,0.443,3.1828,0.375,0.5495,1.3157,0.4971,0.33,0.4316,0.3778,0.1158,0.0617,7.9325,0.4787,0.195,-0.774,0.3476,0.0925,0.9484,45.9865,21.3992,1.2396,Populus canadensis,1,6
10,1.4464,0.525,0.5566,3.7798,0.363,0.4896,1.5341,0.5706,0.2,0.4855,0.3719,0.1278,0.0563,8.5334,0.4779,0.1638,-0.7107,0.3626,0.0882,0.7147,48.3815,20.607,1.3693,Populus canadensis,1,6
11,1.6873,0.663,0.8424,4.3801,0.3929,0.5518,1.7951,0.7084,0.24,0.6397,0.3946,0.1443,0.1078,4.7747,0.4504,0.2154,-0.5708,0.3055,0.0974,1.2149,44.0359,26.2325,1.7228,Populus canadensis,1,6
12,1.8227,0.6594,0.8857,4.8577,0.3618,0.4717,1.9052,0.7127,0.21,0.563,0.3741,0.1301,0.0368,6.0715,0.4103,0.1687,-0.56,0.318,0.0883,1.1971,49.0279,23.9423,1.6076,Populus canadensis,1,6
13,1.4636,0.4408,0.4846,3.689,0.3012,0.4475,1.5158,0.467,0.32,0.4066,0.3081,0.1053,0.1335,5.1361,0.417,0.1885,-0.4292,0.3431,0.0815,0.5668,51.8287,23.4133,1.0464,Populus canadensis,1,6
14,1.33,0.5242,0.4967,3.4953,0.3941,0.5109,1.3489,0.5533,0.49,0.4814,0.4102,0.1284,0.0511,9.7624,0.5103,0.187,-1.1714,0.3741,0.0823,1.7127,47.891,25.8508,2.2035,Populus canadensis,1,6
15,1.5954,0.6712,0.7947,5.2537,0.4207,0.3618,1.7433,0.7577,0.26,0.6598,0.4346,0.1424,0.0668,7.332,0.4761,0.2131,-0.7038,0.3321,0.0833,0.9516,45.0609,23.8127,1.3737,Populus canadensis,1,6
16,1.249,0.4576,0.4333,3.2424,0.3664,0.5179,1.3243,0.4942,0.34,0.4385,0.3732,0.1086,0.0706,9.3706,0.444,0.1746,-0.7276,0.3533,0.0724,0.388,50.2389,19.1639,0.8405,Populus canadensis,1,6
1,1.6509,0.6311,0.7731,4.2974,0.3823,0.5261,1.7567,0.6792,0.11,0.5649,0.3866,0.1524,0.0446,3.564,0.4111,0.1761,-0.7965,0.3156,0.0782,1.215,48.5539,22.8911,1.5889,Populus canadensis,1,7
2,1.6267,0.6335,0.7684,4.4097,0.3894,0.4966,1.7053,0.6678,0.46,0.609,0.3916,0.1387,0.0545,4.2227,0.4648,0.2064,-0.7782,0.2874,0.0881,1.6483,40.4605,23.3879,1.3835,Populus canadensis,1,7
3,1.661,0.6366,0.7973,4.4572,0.3833,0.5043,1.6414,0.7019,0.27,0.5646,0.4276,0.148,0.0573,5.3254,0.457,0.2427,-0.2889,0.2953,0.1155,0.8594,38.8693,21.4467,1.4048,Populus canadensis,1,7
4,1.455,0.5998,0.654,3.7945,0.4122,0.5708,1.501,0.6166,0.26,0.5469,0.4108,0.1318,0.0811,7.7366,0.4415,0.1843,-0.7279,0.2708,0.0611,1.3948,39.5399,19.9151,1.7096,Populus canadensis,1,7
5,1.4339,0.3547,0.3851,3.2911,0.2474,0.4468,1.4119,0.3704,0.21,0.3108,0.2623,0.1353,0.0889,6.985,0.5083,0.2384,-0.6706,0.2942,0.0811,2.0107,38.8267,27.7459,1.9951,Populus canadensis,1,7
6,1.4771,0.4972,0.5536,3.7451,0.3366,0.496,1.5298,0.5327,0.24,0.4688,0.3482,0.1179,0.0461,10.2134,0.5037,0.1968,-0.4894,0.3097,0.0884,1.7636,40.0106,22.1998,1.335,Populus canadensis,1,7
7,1.7433,0.6351,0.7896,4.4452,0.3643,0.5022,1.7991,0.6902,0.46,0.6072,0.3836,0.142,0.0529,6.9621,0.4889,0.2116,-0.7905,0.2989,0.0908,1.2406,40.5669,25.1423,1.5652,Populus canadensis,1,7
8,1.9644,0.6764,0.9873,4.8002,0.3443,0.5384,1.971,0.726,0.38,0.6127,0.3683,0.1585,0.0473,3.9551,0.3726,0.1735,-0.0245,0.2885,0.0742,0.8603,45.5932,17.0241,1.3894,Populus canadensis,1,7
9,1.7409,0.6822,0.9021,4.6036,0.3919,0.5349,1.8458,0.7047,0.37,0.6446,0.3818,0.1215,0.0666,8.6443,0.5214,0.2114,-0.7205,0.2969,0.0702,1.0169,36.5772,20.5046,1.7422,Populus canadensis,1,7
10,1.8393,0.6557,0.8899,4.6902,0.3565,0.5084,1.8898,0.7446,0.16,0.5886,0.394,0.1488,0.0448,6.2419,0.5129,0.1934,-1.0473,0.344,0.0843,1.0706,42.0457,18.8038,1.5442,Populus canadensis,1,7
11,1.845,0.7301,1.0089,4.9797,0.3957,0.5113,1.9949,0.7799,0.21,0.6883,0.3909,0.1466,0.0442,6.0353,0.5274,0.2306,-0.8044,0.3081,0.0835,1.73,38.5664,26.6772,2.0859,Populus canadensis,1,7
12,1.7134,0.6604,0.8339,4.4483,0.3854,0.5296,1.8261,0.7244,0.26,0.6147,0.3967,0.143,0.0457,4.8029,0.4555,0.1936,-0.5299,0.3402,0.0888,1.846,48.6211,26.5486,1.9379,Populus canadensis,1,7
13,1.292,0.4124,0.401,3.1956,0.3192,0.4935,1.3498,0.4402,0.4,0.3916,0.3261,0.121,0.1432,5.0458,0.4698,0.1931,-0.7581,0.2957,0.0813,0.7008,41.2289,22.5262,1.3095,Populus canadensis,1,7
14,1.6757,0.6389,0.7593,4.267,0.3813,0.5241,1.7034,0.7103,0.38,0.5657,0.417,0.1345,0.0588,8.8387,0.4912,0.2253,-0.5629,0.313,0.092,0.8904,42.0978,26.0227,1.4012,Populus canadensis,1,7
15,1.8877,0.6897,0.953,4.7379,0.3654,0.5335,1.9676,0.7684,0.44,0.6582,0.3905,0.1415,0.0467,7.9693,0.4977,0.2061,-0.8221,0.3216,0.0915,2.5953,43.1632,28.9386,2.6347,Populus canadensis,1,7
16,1.5881,0.5229,0.6121,4.1098,0.3293,0.4554,1.6482,0.5668,0.24,0.4505,0.3439,0.1069,0.0552,8.6469,0.4777,0.1792,-0.6767,0.3345,0.0718,0.8993,45.4203,21.539,1.3211,Populus canadensis,1,7
17,1.3542,0.5461,0.5661,3.5487,0.4033,0.5649,1.4637,0.5808,0.3,0.5093,0.3968,0.1301,0.0796,7.4635,0.5229,0.2191,-0.8268,0.3071,0.0725,0.6835,37.3241,20.291,1.5476,Populus canadensis,1,7
18,1.8451,0.5932,0.7966,4.6331,0.3215,0.4663,1.9308,0.667,0.35,0.5187,0.3455,0.134,0.0354,2.3805,0.4396,0.172,-0.6142,0.3288,0.0747,1.1861,48.4933,22.7158,1.4349,Populus canadensis,1,7
1,1.6411,0.5507,0.6673,4.0795,0.3356,0.5039,1.6658,0.6049,0.11,0.48,0.3631,0.1377,0.0488,9.5195,0.3236,0.1382,-0.4379,0.2923,0.0613,1.0676,51.0987,18.8388,1.7458,Populus canadensis,1,8
2,1.3698,0.5628,0.5716,3.6772,0.4109,0.5312,1.4176,0.593,0.22,0.4793,0.4183,0.1195,0.1057,6.7311,0.3323,0.1492,-0.3462,0.2778,0.0978,1.6583,46.9103,19.1006,1.6526,Populus canadensis,1,8
3,1.4265,0.4401,0.4085,3.3976,0.3085,0.4447,1.3932,0.5027,0.09,0.3178,0.3608,0.1011,0.0392,8.8773,0.2965,0.1352,-0.0526,0.3161,0.083,1.5098,57.8239,23.6938,1.697,Populus canadensis,1,8
4,1.9479,0.7203,1.0334,4.952,0.3698,0.5296,1.9942,0.7859,0.15,0.6197,0.3941,0.1519,0.0567,4.6409,0.3501,0.1466,-0.7271,0.2807,0.0631,2.5985,47.3257,18.9696,2.101,Populus canadensis,1,8
5,1.8498,0.6975,0.9683,4.6904,0.3771,0.5531,1.9004,0.7495,0.42,0.6386,0.3944,0.1429,0.0798,6.3032,0.3193,0.1595,-0.3888,0.3021,0.0863,1.8438,53.5751,24.3972,1.8487,Populus canadensis,1,8
6,1.6473,0.6313,0.7677,4.3222,0.3832,0.5164,1.6878,0.675,0.15,0.5259,0.3999,0.1235,0.0392,4.3024,0.4219,0.1673,-0.7277,0.3403,0.0935,1.6836,50.2154,21.4352,1.8303,Populus canadensis,1,8
7,1.4581,0.4703,0.494,3.6638,0.3225,0.4625,1.5035,0.5075,0.24,0.3804,0.3375,0.129,0.0331,7.8556,0.3842,0.1492,-0.7771,0.348,0.0561,0.7013,55.4376,19.628,1.3118,Populus canadensis,1,8
